year_id,location_name,rei_id,rei_name,age_group_name,sex,parameter,mean,upper,lower,unit
2017,Laos,114,Diet low in nuts and seeds,All Available Ages,Male,continuous,1.636494167,1.965830797,1.349291923,g/day
2017,Laos,114,Diet low in nuts and seeds,All Available Ages,Female,continuous,1.544719153,1.844121662,1.284024624,g/day
2017,Laos,115,Diet low in milk,All Available Ages,Male,continuous,3.595615578,3.935328717,3.275341675,g/day
2017,Laos,115,Diet low in milk,All Available Ages,Female,continuous,3.444218099,3.767238991,3.15361534,g/day
2017,Laos,116,Diet high in red meat,All Available Ages,Male,continuous,20.22050372,22.58525851,17.93731026,g/day
2017,Laos,116,Diet high in red meat,All Available Ages,Female,continuous,13.34835107,14.99926546,11.78568391,g/day
2017,Laos,117,Diet high in processed meat,All Available Ages,Male,continuous,0.611928241,0.730735173,0.510962251,g/day
2017,Laos,117,Diet high in processed meat,All Available Ages,Female,continuous,0.465737894,0.546782368,0.394357116,g/day
2017,Laos,118,Diet high in sugar-sweetened beverages,All Available Ages,Male,continuous,41.6321893,46.52199548,37.1299189,g/day
2017,Laos,118,Diet high in sugar-sweetened beverages,All Available Ages,Female,continuous,31.45475402,35.12489081,28.02127253,g/day
2017,Laos,119,Diet low in fiber,All Available Ages,Male,continuous,7.369918549,7.80025516,6.917305869,g/day
2017,Laos,119,Diet low in fiber,All Available Ages,Female,continuous,6.167893405,6.565395455,5.787507653,g/day
2017,Laos,121,Diet low in seafood omega-3 fatty acids,All Available Ages,Male,continuous,0.03823013,0.039421524,0.036973424,g/day
2017,Laos,121,Diet low in seafood omega-3 fatty acids,All Available Ages,Female,continuous,0.032616167,0.033720884,0.031578913,g/day
2017,Laos,122,Diet low in polyunsaturated fatty acids,All Available Ages,Male,continuous,0.004641907,0.004820979,0.004474411,%energy/day
2017,Laos,122,Diet low in polyunsaturated fatty acids,All Available Ages,Female,continuous,0.004523347,0.004690015,0.004358057,%energy/day
2017,Laos,123,Diet high in trans fatty acids,All Available Ages,Male,continuous,0.002329536,0.002426692,0.002232973,%energy/day
2017,Laos,123,Diet high in trans fatty acids,All Available Ages,Female,continuous,0.002832804,0.002951312,0.00272493,%energy/day
2017,Laos,124,Diet high in sodium,All Available Ages,Male,continuous,3.980102005,4.419715836,3.592915508,g/day
2017,Laos,124,Diet high in sodium,All Available Ages,Female,continuous,4.375735206,4.752470843,4.026818579,g/day
2017,Laos,147,Diet low in calcium,All Available Ages,Male,continuous,0.212613545,0.21937019,0.206264245,g/day
2017,Laos,147,Diet low in calcium,All Available Ages,Female,continuous,0.189267577,0.19500996,0.183620132,g/day
2017,Laos,333,Diet low in legumes,All Available Ages,Male,continuous,34.4649296,36.38832552,32.80245566,g/day
2017,Laos,333,Diet low in legumes,All Available Ages,Female,continuous,29.1357111,30.82753712,27.6062045,g/day
2017,Malaysia,111,Diet low in fruits,All Available Ages,Male,continuous,85.40470534,92.8314863,77.8701895,g/day
2017,Malaysia,111,Diet low in fruits,All Available Ages,Female,continuous,100.2687292,107.8295163,92.36398347,g/day
2017,Malaysia,112,Diet low in vegetables,All Available Ages,Male,continuous,123.2647364,133.9431238,113.641332,g/day
2017,Malaysia,112,Diet low in vegetables,All Available Ages,Female,continuous,114.3318223,125.0323913,104.9404005,g/day
2017,Malaysia,113,Diet low in whole grains,All Available Ages,Male,continuous,30.8757215,32.96592957,28.85538284,g/day
2017,Malaysia,113,Diet low in whole grains,All Available Ages,Female,continuous,28.84915995,30.82331565,27.07134302,g/day
2017,Malaysia,114,Diet low in nuts and seeds,All Available Ages,Male,continuous,2.246738027,2.686261578,1.874230604,g/day
2017,Malaysia,114,Diet low in nuts and seeds,All Available Ages,Female,continuous,2.132913138,2.511015223,1.816036893,g/day
